id	TV	antc	saldores	TC	cons	edad	ESTADO_CIVIL	SEXO	antig_pp	ingresos	endeud	riesgo	conscateg
3452	0	113	26373.68011	1	122365.8113	48	2	2	16	32892.33444	0.58312738	Bajo	4
3457	0	104	6294.705114	1	68902.21288	48	1	2	10	26270.02038	0.356203029	Bajo	3
3464	0	15	10333.41539	1	26631.19656	48	1	2	11	15339.54826	0.372843315	Bajo	2
3465	0	36	7610.10758	1	68292.0986	49	1	1	10	19061.91747	0.469291061	Bajo	3
3466	0	22	1903.986706	1	1663.97643	48	1	1	7	13732.97882	0.437772616	Bajo	1
3472	1	115	2876.388506	1	9941.31882	48	2	2	18	47187.90255	0.334536873	Bajo	1
3475	0	19	7799.310651	1	15245.66501	48	1	1	19	29681.5155	0.201579647	Bajo	1
3477	1	64	21660.1151	1	97667.3502	48	1	1	11	52623.55918	0.136944628	Bajo	3
3478	0	104	13658.11909	1	120765.6156	48	2	2	28	12321.28567	0.778274336	Bajo	4
3479	0	42	11888.08811	1	70269.62509	48	3	2	25	16340.60923	0.816562079	Bajo	3
3480	1	104	2104.428876	1	15789.85944	48	2	1	4	46048.80422	0.141764069	Bajo	1
3481	1	105	11947.19745	1	60364.15113	48	1	1	29	38695.70406	0.433097515	Bajo	3
3483	1	104	11247.39006	1	73052.53944	48	3	2	9	66104.82278	0.370853162	Bajo	3
3484	0	46	9755.411165	1	32270.76161	48	1	2	25	28904.33028	0.297041095	Bajo	2
3485	0	69	10194.55701	1	66984.582	48	1	2	29	13642.50054	0.548704192	Bajo	3
3487	0	75	15514.24712	1	81999.64891	48	1	1	28	40751.18497	0.40417096	Bajo	3
3490	1	113	9157.42632	1	62258.27472	48	1	2	25	38114.55512	0.196651348	Bajo	3
3493	1	49	41775.59404	1	339688.5541	48	1	2	10	55851.77778	0.662281875	Bajo	4
3496	0	114	34135.70054	1	154148.0537	48	3	2	14	47633.33408	0.361010374	Bajo	4
3497	1	114	52260.18226	1	133055.779	48	3	2	27	47033.62549	0.282902064	Bajo	4
3498	1	113	5560.879795	1	63827.53283	48	2	2	21	68060.54559	0.174276	Bajo	3
3501	0	30	15037.8573	1	39486.89944	48	3	2	21	29366.0015	0.426123795	Bajo	2
3509	0	114	20589.66025	1	51280.96993	48	1	2	16	31194.12673	0.466736204	Bajo	3
3512	0	114	6132.952271	1	47785.27467	48	2	2	14	14151.73086	0.675659016	Bajo	2
3513	1	104	551.6062151	1	61440.95399	46	2	2	33	41628.12829	0.212079305	Bajo	3
3517	0	14	32148.92376	1	35991.62044	48	1	2	15	32323.94525	0.680678964	Bajo	2
3523	0	24	4864.136567	1	10927.12198	47	1	2	8	31955.07226	0.254782198	Bajo	1
3524	0	57	9292.966159	1	49704.72092	45	3	2	27	15162.07164	0.772735827	Bajo	2
3531	0	21	20054.48486	1	135292.7992	48	1	2	26	25293.31896	0.511014446	Bajo	4
3532	1	114	10721.74246	1	71890.69868	48	1	2	10	47292.30057	0.206909002	Bajo	3
3538	1	113	41045.45728	1	55703.52089	48	1	1	11	71509.16	0.355529385	Bajo	3
3540	0	17	5166.736601	1	16975.12192	48	1	1	18	27307.04066	0.375094091	Bajo	1
3544	1	61	41866.40874	1	192226.0753	48	2	1	17	83385.01414	0.293388885	Bajo	4
3552	0	105	8230.767192	1	39015.99042	48	1	2	42	23665.86991	0.331287619	Bajo	2
3553	1	68	18618.07707	1	26373.61073	48	3	2	22	49792.05303	0.296017705	Bajo	2
3555	1	112	45039.33835	1	306209.4043	48	2	1	18	64560.89215	0.512525469	Bajo	4
3556	1	114	4258.739929	1	80974.50081	48	2	2	12	106336.3376	0.347993259	Bajo	3
3557	1	26	12920.44333	1	64771.15005	48	3	2	15	40871.82268	0.491653753	Bajo	3
3560	1	109	29011.38807	1	185761.4436	48	1	2	5	53508.62234	0.377611698	Bajo	4
3567	1	102	37571.57419	1	327486.0037	46	1	2	17	54188.36942	0.725368725	Bajo	4
3568	1	23	42925.91356	1	340754.4185	47	2	2	37	75576.04265	0.653135543	Bajo	4
3569	1	114	14309.36246	1	56971.74689	47	1	1	58	66797.32961	0.150890683	Bajo	3
3574	0	114	4845.740057	1	75385.98231	46	1	2	40	55434.18572	0.170626713	Bajo	3
3575	0	71	39989.46757	1	119704.7579	47	2	2	16	40869.50272	0.465417932	Bajo	4
3576	0	46	10513.1716	1	35894.0299	47	1	2	18	21888.78371	0.507579226	Bajo	2
3582	1	114	23158.59232	1	110329.7302	47	1	1	17	83277.13619	0.258860737	Bajo	4
3583	0	115	2878.943898	1	30205.12613	47	2	2	26	27601.67506	0.206034461	Bajo	2
3584	0	88	11192.38554	1	36025.04866	47	2	1	13	21141.75791	0.575792275	Bajo	2
3586	1	31	7216.276583	1	18563.96289	47	2	2	17	41055.09919	0.11568587	Bajo	1
3590	0	114	1477.051243	1	8582.91408	48	2	2	5	58262.21194	0.094389273	Bajo	1
3594	0	104	5806.035543	1	38544.29513	47	2	1	4	63429.91366	0.124694049	Bajo	2
3606	0	57	5153.682133	1	29474.15683	48	1	1	19	9318.102783	0.55101581	Bajo	2
3607	0	110	10076.51177	1	54777.89086	47	2	2	28	75936.79579	0.197368172	Bajo	3
3609	0	32	1926.765539	1	14180.4597	47	1	1	22	11270.34565	0.288975916	Bajo	1
3610	1	28	9263.885568	1	269164.6965	48	1	2	14	22936.24379	0.579249482	Bajo	4
3611	1	111	7197.764445	1	58967.6699	47	3	1	27	70213.46464	0.268184867	Bajo	3
3615	0	22	5262.44239	1	19275.34469	47	2	1	30	635.6679105	6.543558394	Bajo	1
3618	0	16	1292.554256	1	7640.737595	47	3	2	16	37585.60518	0.082029813	Bajo	1
3619	0	33	4002.310392	1	11716.12526	47	3	2	25	25374.51741	0.220801829	Bajo	1
3620	1	92	3090.220468	1	904.2156173	47	1	1	12	49643.57585	0.148414375	Bajo	1
3621	0	114	19367.32724	1	99181.61882	47	2	2	20	32385.42408	0.548309037	Bajo	3
3622	0	115	5377.377214	1	35326.84852	47	2	2	7	28282.58211	0.366176688	Bajo	2
3624	0	38	46264.75864	1	181719.461	47	1	2	8	51581.89899	0.504690339	Bajo	4
3627	1	114	5386.33843	1	37009.85163	47	2	1	16	35982.51567	0.331412315	Bajo	2
3628	1	104	9720.826652	1	33528.55791	47	1	1	11	39772.16359	0.076091522	Bajo	2
3633	0	88	185.3757644	1	2518.090177	46	3	2	18	25242.27993	0.09039796	Bajo	1
3634	0	104	6018.410585	1	21968.92439	47	2	2	41	26044.98466	0.376269986	Bajo	2
3635	1	104	13528.12942	1	76479.56288	47	1	2	28	37116.97409	0.445991312	Bajo	3
3637	1	115	8608.144239	1	31567.77444	47	1	2	8	50497.31961	0.315646521	Bajo	2
3639	0	112	5673.305478	1	31538.55509	47	3	2	11	27260.64154	0.399503	Bajo	2
3640	0	100	2535.839166	1	14732.88688	47	1	2	41	44028.12265	0.106826325	Bajo	1
3641	1	16	4164.935735	1	177099.4917	47	1	1	16	34899.30097	0.606944364	Alto	4
3654	0	57	6360.266527	1	9525.772774	47	1	1	37	44858.66685	0.292500776	Bajo	1
3658	0	106	14952.67372	1	40823.30006	46	1	2	0	26978.7669	0.385046866	Bajo	2
3660	0	99	6755.936019	1	19887.7253	46	1	2	10	41041.17946	0.592575959	Bajo	1
3662	1	114	6343.812578	1	27305.63503	47	1	1	26	39866.1218	0.448954551	Bajo	2
3664	0	114	25617.12221	1	189070.549	47	2	1	43	237256.0877	0.103397218	Bajo	4
3666	0	22	2497.230778	1	3199.038539	47	1	2	21	15158.59171	0.478922559	Bajo	1
3667	0	90	23075.69818	1	103722.6428	47	2	2	15	26663.2529	0.337980945	Bajo	4
3669	1	104	11145.0125	1	63872.93555	47	1	1	7	64935.56502	0.278935513	Bajo	3
3670	1	104	9018.510125	1	52371.30134	47	2	2	19	45387.61679	0.401803312	Bajo	3
3672	1	51	6121.077215	1	47424.49264	47	1	1	13	65463.35498	0.059416851	Bajo	2
3682	1	115	26492.02598	1	244418.616	46	1	2	8	43011.98197	0.272351133	Bajo	4
3683	0	52	6747.437317	1	17736.84842	47	1	2	29	9316.942805	0.576334661	Bajo	1
3684	1	46	2471.283722	1	8295.565457	46	1	1	12	19201.11482	0.621603335	Bajo	1
3689	0	94	49888.82477	1	100085.0135	46	1	2	8	35408.32659	0.511029975	Bajo	4
3690	1	104	15601.88203	1	34647.22988	47	2	1	11	46372.43806	0.490065288	Bajo	2
3693	0	110	4266.070782	1	17887.9403	46	2	1	3	22075.54016	0.239101992	Bajo	1
3696	0	110	5373.295524	1	41871.03389	47	1	2	15	31856.47414	0.983618323	Bajo	2
3699	1	114	19269.56326	1	158461.6455	47	2	1	27	60963.80056	0.36228404	Bajo	4
3702	0	113	14372.14879	1	27919.93507	47	2	1	44	40232.67483	0.479859301	Bajo	2
3704	0	114	15469.90933	1	103735.7378	47	2	1	32	27443.91806	0.307547234	Bajo	4
3705	1	14	22709.05147	1	125161.4795	49	2	1	27	45972.24567	0.515647709	Bajo	4
3707	1	114	15869.82817	1	82812.86482	47	1	2	7	38872.02071	0.365144281	Bajo	3
3710	1	104	14187.42054	1	73092.48912	47	2	2	9	46916.46772	0.280427731	Bajo	3
3714	0	46	26629.80901	1	40438.91592	47	1	2	35	65360.11695	0.119322401	Bajo	2
3717	1	90	2592.716873	1	18779.80679	47	2	2	35	37106.53429	0.352322986	Bajo	1
3721	1	114	19047.83387	1	230903.2057	46	2	2	16	130366.4406	0.174401132	Bajo	4
3722	1	91	16895.06068	1	144385.9823	46	2	1	16	80689.22541	0.294651313	Bajo	4
3725	0	17	10149.77405	1	58113.33645	46	1	2	16	29415.88055	0.377365827	Bajo	3
3726	1	110	30196.84712	1	163445.5987	47	3	2	28	46629.95317	0.419247991	Bajo	4
3731	0	63	6505.912306	1	15359.22386	46	1	2	19	23299.31688	0.33493478	Bajo	1
3734	0	14	9316.438764	1	34029.95819	46	2	2	2	34984.93464	0.332342175	Bajo	2
3740	0	104	9257.005666	1	72767.14494	46	1	1	3	20022.3792	0.579423556	Bajo	3
3741	0	104	17845.52773	1	73647.37918	46	3	1	21	28744.25333	0.345142857	Bajo	3
3742	1	12	34290.67755	1	161290.0967	46	2	1	10	101340.3127	0.186834737	Bajo	4
3743	1	104	37294.66221	1	243536.6705	46	1	2	16	39286.13284	0.579867722	Bajo	4
3749	0	15	1938.29371	1	3445.732148	45	2	1	15	43539.77194	0.319304116	Bajo	1
3751	0	63	2266.343599	1	16730.01242	47	1	1	34	29057.44737	0.215033932	Bajo	1
3752	0	39	20640.97622	1	71178.72023	47	1	2	16	33302.96663	0.392437827	Bajo	3
3755	0	90	2574.655686	1	14945.72444	46	1	2	26	7364.699934	0.487476768	Bajo	1
3756	1	104	8169.218091	1	53107.77455	46	2	1	10	41425.13215	0.193241768	Bajo	3
3758	0	28	31930.22383	1	17606.08404	45	1	1	29	31819.35484	0.384475958	Bajo	1
3759	0	104	3873.615766	1	8053.809189	46	1	2	11	26836.08962	0.157879836	Bajo	1
3760	0	49	9780.953521	1	55528.97953	46	1	2	18	1057.89988	7.800778509	Bajo	3
3761	0	34	3318.20537	1	27186.78039	46	1	2	27	8326.321645	0.296117303	Bajo	2
3765	0	32	1017.150067	1	12256.63113	46	2	2	3	17959.93843	0.52408448	Bajo	1
3767	1	104	13668.46784	1	55299.14457	46	3	2	22	17238.43215	0.967048651	Bajo	3
3774	1	109	7168.695416	1	41100.38086	46	1	1	2	39290.77275	0.321728271	Bajo	2
3776	0	31	12673.31034	1	60502.3273	48	1	2	12	19999.17965	0.622400093	Bajo	3
3779	1	104	12631.22153	1	71343.89568	46	3	2	12	67544.3554	0.347463292	Bajo	3
3780	0	39	13615.49838	1	45919.48009	46	1	2	23	22497.77213	0.456489301	Bajo	2
3782	0	115	3049.819837	1	8322.946308	46	1	2	49	36298.02966	0.135058481	Bajo	1
3783	1	104	11543.22582	1	62809.63927	46	1	1	15	77988.79677	0.20912067	Bajo	3
3784	0	78	6571.704977	1	20749.10052	46	2	2	8	8326.321645	0.545332962	Bajo	2
3787	0	114	18269.88468	1	22720.86871	46	3	2	10	31513.12067	0.297146538	Bajo	2
3788	1	114	52262.66827	1	274286.2755	46	2	1	17	73386.00431	0.392048842	Bajo	4
3790	1	114	40367.97777	1	256194.8462	46	1	1	23	70176.34535	0.536750802	Bajo	4
3793	0	18	35825.38121	1	92022.11587	46	1	1	18	34252.98856	0.424585323	Bajo	3
3794	1	114	9712.859841	1	65114.54501	46	1	2	15	40682.74627	0.412523666	Bajo	3
3796	0	15	6677.424202	1	44420.35535	46	3	2	5	17218.71253	0.528209378	Bajo	2
3797	1	114	18260.06781	1	54484.9805	46	2	1	7	39387.05092	0.485667796	Bajo	3
3800	0	35	5038.516052	1	27119.99332	46	1	2	36	64109.66073	0.145813129	Bajo	2
3801	0	104	5670.865715	1	2474.232251	46	2	1	13	47223.86187	0.309142738	Bajo	1
3803	0	104	7307.507545	1	50263.32266	46	2	2	15	36173.91203	0.323988456	Bajo	3
3805	1	114	19135.15659	1	121830.0462	46	3	2	26	43174.37889	0.456433907	Bajo	4
3806	1	104	7779.757855	1	34905.85636	46	1	1	36	46473.35614	0.245747804	Bajo	2
3808	1	102	14447.31894	1	184737.4321	46	1	1	32	80712.42497	0.11001509	Bajo	4
3813	0	52	3767.052452	1	18007.73153	46	1	1	19	9316.942805	0.452564741	Bajo	1
3819	1	19	14824.85787	1	92644.25669	46	1	1	16	42358.9144	0.362901936	Bajo	3
3823	1	104	4822.729967	1	217897.8031	45	2	2	19	45219.41999	0.626205782	Bajo	4
3826	0	35	6735.666326	1	44089.53037	46	1	2	8	22497.77213	0.501773653	Bajo	2
3833	0	51	1161.824565	1	7166.660353	47	1	1	13	41527.21021	0.137753911	Bajo	1
3835	1	114	20654.55102	1	105522.4135	46	2	1	15	65819.46821	0.483555391	Bajo	4
3836	0	93	2814.608147	1	21884.42301	45	1	1	0	22033.78095	0.508592788	Bajo	2
3837	0	25	15369.02916	1	249348.3949	46	2	2	8	21509.47092	0.33703446	Bajo	4
3838	0	114	5383.667409	1	41146.58374	46	2	2	10	28864.89103	0.3576077	Bajo	2
3839	0	58	8971.900238	1	28511.10939	46	1	1	0	36330.50905	0.606613027	Bajo	2
3842	0	110	19270.93925	1	109343.7073	44	2	1	32	33489.72307	0.282511863	Bajo	4
3844	0	81	14024.32641	1	47682.46929	46	2	2	3	22117.29936	0.526511774	Bajo	2
3846	1	113	3921.624758	1	9948.395291	46	2	1	19	65440.15542	0.11615776	Bajo	1
3847	1	104	17895.25959	1	81446.50483	45	1	2	27	36651.82294	0.511841631	Bajo	3
3848	0	111	6094.216692	1	22461.28251	46	1	2	35	8326.321645	0.25821956	Bajo	2
3850	1	115	7538.903491	1	23806.54028	44	3	1	19	39984.43955	0.161701189	Bajo	2
3851	0	114	8850.328333	1	72614.50363	46	2	2	28	32203.30754	0.275939414	Bajo	3
3853	0	19	1783.559524	1	16613.15816	44	3	2	3	33057.0513	0.298178118	Bajo	1
3854	0	55	6968.993269	1	43788.95384	46	1	2	13	16329.00945	0.489556013	Bajo	2
3855	0	104	31122.63903	1	180780.765	46	2	2	10	46264.56012	0.560277054	Bajo	4
3856	1	73	7684.84181	1	57952.38607	46	1	2	17	27555.27594	0.382396548	Bajo	3
3858	0	9	643.1609371	1	8857.543557	45	1	2	28	9718.295172	0.239113154	Bajo	1
3863	0	46	21570.65326	1	57166.26888	46	3	2	26	24444.21511	0.402255967	Bajo	3
3864	1	114	7193.786821	1	25630.23449	45	2	2	16	41324.21407	0.266165333	Bajo	2
3866	0	23	25889.16161	1	126363.5925	46	1	2	3	8282.242484	0.427091036	Bajo	4
3871	0	113	15790.59946	1	91120.11108	45	1	2	14	31999.15142	0.406554412	Bajo	3
3873	1	46	9772.350754	1	43322.14964	46	1	2	23	57531.42584	0.232069883	Bajo	2
3876	0	48	4062.899777	1	40167.59342	46	1	2	23	20630.20764	0.305242058	Bajo	2
3884	1	43	23228.67481	1	271485.456	46	3	2	7	78588.50536	0.526769151	Bajo	4
3885	0	110	7155.490631	1	11573.4627	45	2	1	41	56271.68979	0.11580693	Bajo	1
3889	0	39	16324.67638	1	36577.88979	45	2	1	9	27244.40185	0.306003747	Bajo	2
3891	1	48	8668.907066	1	150483.0435	45	2	1	17	44521.11327	0.519379641	Bajo	4
3900	0	102	254.2788445	1	9009.167335	46	2	1	19	34262.26838	0.2801598	Bajo	1
3903	0	64	2505.671666	1	3258.864774	45	2	2	5	27075.04507	0.120383874	Bajo	1
3904	1	104	18311.32597	1	120622.0049	45	1	2	10	43072.30083	0.566362706	Bajo	4
3907	0	113	13356.51346	1	44610.34469	45	2	2	23	49038.06737	0.07438013	Bajo	2
3909	0	71	5275.277164	1	28460.70688	45	2	1	42	27767.5519	0.273941432	Bajo	2
3911	1	113	13343.84403	1	43506.75994	56	1	1	26	71583.39859	0.26232098	Bajo	2
3913	0	98	1124.337775	1	4937.34103	46	1	1	14	41468.05134	0.278216733	Bajo	1
3919	1	34	14458.02615	1	88402.67489	46	1	1	16	56231.09057	0.303356506	Bajo	3
3921	1	83	4073.236973	1	35555.68907	45	1	2	12	43812.36675	0.24491766	Bajo	2
3923	1	104	123.4682143	1	6395.648878	45	1	2	10	46251.80036	0.070675645	Bajo	1
3924	0	97	7793.089832	1	16170.78628	45	1	1	22	42319.47515	0.598254255	Bajo	1
3925	0	114	4392.013448	1	25887.38093	45	2	2	11	23118.36032	0.298969393	Bajo	2
3932	0	111	3063.174939	1	8309.417763	45	1	2	38	46784.23023	0.153194982	Bajo	1
3933	0	19	5333.311156	1	32780.96122	45	2	2	34	19822.863	0.45097197	Bajo	2
3936	1	91	3516.508411	1	40567.18272	45	1	1	3	8753.193527	1.195443944	Bajo	2
3939	0	34	19731.37231	1	109092.5851	45	1	2	27	39185.21475	0.368414197	Bajo	4
3942	0	114	18139.76782	1	57905.3553	45	3	2	16	25569.39371	0.503350724	Bajo	3
3944	1	93	16774.03223	1	47166.75419	45	1	1	30	48161.12405	0.207620126	Bajo	2
3946	1	104	27245.38097	1	191376.7729	45	1	2	10	55470.14504	0.628705772	Bajo	4
3947	0	114	18638.49708	1	70673.71234	45	1	2	6	27342.99998	0.503026048	Bajo	3
3952	0	104	6133.195091	1	46365.97991	45	2	2	12	30136.22685	0.321689761	Bajo	2
3953	0	113	3052.675863	1	16867.91108	45	1	1	4	32334.38505	0.278058834	Bajo	1
3954	0	74	6621.286519	1	36837.11985	45	1	2	28	8326.321645	0.364467818	Bajo	2
3957	0	64	21625.57684	1	138455.1604	45	1	2	3	27718.83283	0.855667476	Bajo	4
3959	0	113	39396.47788	1	145719.3072	45	2	2	45	68026.90623	0.514578225	Bajo	4
3973	0	90	6740.037087	1	6148.504318	45	1	2	10	57295.95031	0.392329838	Bajo	1
3975	1	114	11811.62292	1	85806.23477	45	2	2	8	36567.14455	0.478524299	Bajo	3
3977	1	114	12033.76857	1	38124.42457	44	3	2	9	43815.84669	0.294044953	Bajo	2
3978	0	104	389.0324098	1	2084.378878	45	1	1	41	38121.51498	0.070081548	Bajo	1
3979	1	104	2283.780391	1	9623.432686	46	1	2	16	32167.34822	0.140680105	Bajo	1
3984	1	104	9673.823628	1	62787.07898	45	1	1	2	45337.73774	0.443116029	Bajo	3
3986	0	57	27320.78237	1	64905.42953	45	1	2	25	28431.05928	0.413303958	Bajo	3
3987	0	114	15634.57023	1	45146.73419	45	2	2	4	29250.00371	0.257003093	Bajo	2
3991	0	39	13981.57852	1	61932.76866	44	2	2	27	24728.4097	0.443687963	Bajo	3
3997	1	104	15796.11494	1	164764.3313	45	1	2	14	34415.38547	0.722726078	Bajo	4
3999	1	104	16321.92442	1	74137.91038	44	2	1	15	58614.84523	0.184559379	Bajo	3
4001	1	104	8139.767487	1	29673.15365	44	1	2	18	32670.77865	0.205308361	Bajo	2
4004	0	39	2752.006826	1	18665.16103	44	2	1	46	25165.72138	0.158191749	Bajo	1
4005	1	38	7223.006167	1	23244.09967	45	1	2	7	51632.93802	0.310496271	Bajo	2
4008	0	57	17285.66564	1	119523.6489	45	1	2	15	23596.27123	0.590008357	Bajo	4
4012	0	17	73015.11046	1	183843.1652	45	1	1	17	42257.99631	1.109923964	Bajo	4
4014	0	40	5194.59153	1	22210.34534	45	1	1	21	9187.025276	1.366349748	Bajo	2
4017	0	45	3154.856853	1	11421.33016	48	2	2	23	9318.102783	0.564459106	Bajo	1
4018	1	110	2650.057093	1	26638.94598	44	3	2	22	37484.6871	0.216656352	Bajo	2
4020	1	81	24460.74375	1	100973.3533	44	1	1	13	66856.48849	0.392667777	Bajo	4
4022	0	54	18119.59063	1	75629.54238	44	2	2	34	17346.3101	0.606302662	Bajo	3
4025	0	39	5296.656891	1	2665.805708	44	1	1	31	9789.053826	0.301163645	Bajo	1
4027	1	110	13357.17254	1	83209.23964	45	2	2	15	33640.52021	0.312617496	Bajo	3
4032	0	39	6433.251297	1	26373.70324	45	1	2	40	20793.76453	0.439899029	Bajo	2
4038	1	114	367.9880054	1	28330.9531	44	1	2	26	29903.07129	0.229993018	Bajo	2
4048	0	22	41372.72089	1	104211.2662	44	1	2	24	34888.65647	0.518924427	Bajo	4
4049	0	18	771.5318039	1	6836.93385	44	1	1	19	20927.162	0.291227205	Bajo	1
4050	0	35	5228.158511	1	35851.53639	45	1	2	36	46215.84104	0.334248783	Bajo	2
4051	0	112	6212.146297	1	28877.20108	44	1	2	9	33759.99793	0.329502474	Bajo	2
4054	0	69	31448.41104	1	154680.4077	44	1	1	9	39890.48134	0.720916863	Bajo	4
4057	0	12	11876.31712	1	134315.3445	44	2	2	14	18673.32486	0.328806684	Bajo	4
4059	0	10	58037.33378	1	115660.0812	44	1	2	17	53290.54649	0.492208703	Bajo	4
4062	0	72	17842.45201	1	97889.1085	44	1	2	34	27008.92633	0.686258375	Bajo	3
4071	0	104	55048.28833	1	157087.4216	44	1	2	40	63579.55081	0.365273577	Bajo	4
4073	0	35	2562.942509	1	11252.67429	44	1	1	14	22172.9783	0.433326707	Bajo	1
4074	0	111	16233.52636	1	120516.0775	44	2	2	15	36262.07035	0.287231055	Bajo	4
4075	0	104	24504.72887	1	86036.49756	44	1	2	19	26051.94453	0.588067145	Bajo	3
4081	1	48	4523.806921	1	25725.97497	44	2	1	49	34534.8632	0.155353352	Bajo	2
4082	1	104	13797.7753	1	90599.01693	44	1	1	20	39153.89535	0.345894709	Bajo	3
4084	0	27	15153.15057	1	84804.87957	44	1	2	8	23995.30364	0.537889394	Bajo	3
4087	0	27	4910.272376	1	3628.425329	44	1	1	9	17150.27383	0.389290497	Bajo	1
4088	0	75	15121.15614	1	75618.49985	44	1	2	12	21559.34997	0.685620897	Bajo	3
4091	0	14	19990.24161	1	97223.35605	44	2	2	29	20097.77777	0.418873947	Bajo	3
4094	0	21	21575.64841	1	110005.4151	49	1	1	21	27816.27098	0.695705171	Bajo	4
4095	0	113	9265.469679	1	37590.01233	44	1	1	29	26426.6174	0.347332104	Bajo	2
4097	0	77	3619.406298	1	19382.45146	47	2	2	27	8326.321645	0.328378378	Bajo	1
4100	0	81	2656.416666	1	17212.44961	45	3	2	29	9718.295172	0.262210551	Bajo	1
4111	1	104	28642.70629	1	205158.2677	44	2	1	12	48474.31809	0.713929264	Bajo	4
4114	1	55	3466.371852	1	22144.62204	44	2	1	49	44928.26553	0.287024166	Bajo	2
4116	1	67	6907.155096	1	19797.0031	44	3	1	20	97715.3816	0.125706977	Bajo	1
4117	0	104	18037.36714	1	100026.4938	43	1	2	32	28244.30283	0.470255863	Bajo	4
4121	0	114	10127.34211	1	62065.45247	44	2	2	32	48156.48413	0.360628448	Bajo	3
4127	0	114	12827.98671	1	47206.71543	44	1	2	16	21850.50444	0.529791899	Bajo	2
4128	0	113	8970.420192	1	70631.93573	44	2	1	15	35505.76473	0.45135189	Bajo	3
4130	0	32	20301.84911	1	54222.50359	44	1	1	23	22938.56374	0.64333957	Bajo	3
4131	0	29	22304.55952	1	102082.0569	44	1	2	8	26511.29579	0.503163859	Bajo	4
4132	0	114	8874.934098	1	50567.18305	44	1	2	8	42094.43943	0.271923723	Bajo	3
4140	0	61	9610.378217	1	52096.47529	50	3	2	22	25146.00176	0.361562875	Bajo	3
4142	1	51	14600.65402	1	119295.5715	47	3	2	11	38584.34618	0.417371554	Bajo	4
4145	0	115	3618.007192	1	16017.90215	43	1	2	36	23619.47079	0.148230528	Bajo	1
4146	0	17	12146.02082	1	30265.71551	44	2	2	19	25961.46625	0.194859926	Bajo	2
4149	0	35	19344.6756	1	91598.49895	44	1	2	23	33909.63509	0.600732734	Bajo	3
4152	0	28	7225.125358	1	27220.74967	44	1	2	25	29313.40853	0.188849239	Bajo	2
4156	0	15	4349.820574	1	45803.67805	44	1	1	13	54175.60966	0.093698827	Bajo	2
4162	1	107	10704.58318	1	97782.55906	44	1	1	8	33495.52296	0.447761117	Bajo	3
4163	1	104	7188.918858	1	24863.53596	44	3	2	29	29979.62983	0.356219385	Bajo	2
4170	1	104	20445.6564	1	84870.91506	44	2	1	10	50564.59834	0.238432933	Bajo	3
4171	1	100	7875.613961	1	25748.46473	44	2	1	30	42458.6725	0.192142174	Bajo	2
4174	0	104	20369.85029	1	93366.06704	44	1	2	13	38224.75302	0.314126483	Bajo	3
4175	0	77	22373.35853	1	97809.4774	48	2	1	41	49831.49228	0.478133802	Bajo	3
4179	0	114	1829.52189	1	10684.91013	44	1	2	11	29381.08121	0.16546962	Bajo	1
4181	1	111	9270.48796	1	39873.65512	44	1	1	13	54365.84604	0.217164377	Bajo	2
4184	1	104	19682.77361	1	95615.56355	44	2	1	14	39743.16414	0.290844084	Bajo	3
4188	0	86	24146.10678	1	148315.7357	51	2	2	12	48016.1268	0.463203604	Bajo	4
4192	1	104	2241.448762	1	30564.19917	43	1	1	22	41277.81496	0.265015315	Bajo	2
4193	0	55	11905.44646	1	82585.23718	44	1	1	5	0	6017.34	Bajo	3
4198	0	91	7434.61806	1	37936.81717	44	2	2	10	22932.76385	0.509810319	Bajo	2
4203	0	114	29123.64031	1	161896.1871	44	2	2	13	38477.62821	0.464994423	Bajo	4
4207	0	61	12321.31377	1	63336.46512	44	2	1	16	39701.40494	0.409873196	Bajo	3
4208	0	104	935.3890866	1	4521.320906	44	2	1	24	44066.40192	0.191127432	Bajo	1
4209	0	109	8303.081316	1	69518.98737	44	1	1	25	29658.31594	0.484168492	Bajo	3
4212	0	39	5029.635775	1	14432.55317	44	1	2	21	21312.27467	0.433166603	Bajo	1
4224	0	90	9321.318291	1	34453.89887	43	1	1	9	43145.37944	0.316615943	Bajo	2
4226	0	114	14881.50431	1	64135.01933	43	3	2	5	40502.94969	0.199988258	Bajo	3
4231	0	102	10944.10782	1	42992.63358	43	1	1	18	27798.87131	0.353340288	Bajo	2
4232	0	22	3446.252476	1	31409.95297	43	1	2	11	16367.28872	0.488800851	Bajo	2
4233	1	95	15192.61461	1	76825.10737	43	2	1	23	76414.7067	0.253269324	Bajo	3
4235	0	55	18906.58198	1	86720.94947	44	2	2	21	26448.65699	0.335787466	Bajo	3
4238	0	114	14048.08809	1	87011.42006	44	2	1	9	77500.44605	0.234350865	Bajo	3
4241	1	26	12025.25831	1	163056.8438	44	1	2	25	46614.87345	0.474311701	Bajo	4
4242	0	17	18516.8558	1	61683.54163	43	1	2	23	27107.52445	0.584660448	Bajo	3
4247	0	57	2438.017375	1	9985.465818	50	1	2	37	7363.539956	0.338281349	Bajo	1
4248	0	50	6246.626744	1	24344.02825	43	2	1	18	25948.70649	0.170531515	Bajo	2
4253	0	41	3008.551991	1	13759.68724	44	1	2	24	8755.513483	0.61309486	Bajo	1
4254	0	39	19174.04248	1	98755.03024	43	1	2	24	32623.21955	0.419417579	Bajo	3
